Stream,Station,Reach,Datum,UTM Band,Lower UTM E,Lower UTM N,Focal Species 1,Focal Species 2,Focal Species 3,Survey Interval,name
Grant Creek,GRC02,,NAD83,12S,664704,3720384,TICO,,,2,GRC02
Grant Creek,GRC03,,NAD83,12S,664796,3720349,TICO,,,2,GRC03
Grant Creek,GRC04,,NAD83,12S,664858,3720330,TICO,,,2,GRC04
Grant Creek,GRC05,,NAD83,12S,664927,3720321,TICO,,,2,GRC05
Grant Creek,GRC06,,NAD83,12S,665013,3720323,TICO,,,2,GRC06
Grant Creek,GRC07,,NAD83,12S,665090,3720268,TICO,,,2,GRC07
Grant Creek,GRC08,,NAD83,12S,665172,3720238,TICO,,,2,GRC08
Grant Creek,GRC09,,NAD83,12S,665269,3720260,TICO,,,2,GRC09
Grant Creek,GRC10,,NAD83,12S,665364,3720254,TICO,,,2,GRC10
Grant Creek,GRC11,,NAD83,12S,665437,3720193,TICO,,,2,GRC11
Grant Creek,GRC12,,NAD83,12S,665508,3720138,TICO,,,2,GRC12
Grant Creek,GRC13,,NAD83,12S,665501,3720044,TICO,,,2,GRC13
Grant Creek,GRC14,,NAD83,12S,665581,3720000,TICO,,,2,GRC14
Grant Creek,GRC15,,NAD83,12S,665654,3719991,TICO,,,2,GRC15
Grant Creek,GRC16,,NAD83,12S,665746,3719969,TICO,,,2,GRC16
Grant Creek,GRC17,,NAD83,12S,665822,3719911,TICO,,,2,GRC17
Grant Creek,GRC18,,NAD83,12S,665877,3719832,TICO,,,2,GRC18
Grant Creek,GRC19,,NAD83,12S,665923,3719750,TICO,,,2,GRC19
Grant Creek,GRC20,,NAD83,12S,666001,3719691,TICO,,,2,GRC20
Grant Creek,GRC21,,NAD83,12S,666079,3719664,TICO,,,2,GRC21
Grant Creek,GRC22,,NAD83,12S,666142,3719604,TICO,,,2,GRC22
Grant Creek,GRC23,,NAD83,12S,666213,3719539,TICO,,,2,GRC23
Grant Creek,GRC24,,NAD83,12S,666298,3719500,TICO,,,2,GRC24
Grant Creek,GRC25,,NAD83,12S,666271,3719413,TICO,,,2,GRC25
Grant Creek,GRC26,,NAD83,12S,666333,3719342,TICO,,,2,GRC26
Grant Creek,GRC27,,NAD83,12S,666396,3719276,TICO,,,2,GRC27
Grant Creek,GRC28,,NAD83,12S,666462,3719202,TICO,,,2,GRC28
Grant Creek,GRC29,,NAD83,12S,666522,3719127,TICO,,,2,GRC29
Grant Creek,GRC30,,NAD83,12S,666553,3719040,TICO,,,2,GRC30
Grant Creek,GRC31,,NAD83,12S,666648,3719013,TICO,,,2,GRC31
Grant Creek,GRC32,,NAD83,12S,666717,3718947,TICO,,,2,GRC32
Grant Creek,GRC33,,NAD83,12S,666767,3718873,TICO,,,2,GRC33
Grant Creek,GRC34,,NAD83,12S,666813,3718786,TICO,,,2,GRC34
Grant Creek,GRC35,,NAD83,12S,666886,3718730,TICO,,,2,GRC35
Grant Creek,GRC36,,NAD83,12S,666928,3718643,TICO,,,2,GRC36
Grant Creek,GRC37,,NAD83,12S,667020,3718610,TICO,,,2,GRC37
Grant Creek,GRC38,,NAD83,12S,667084,3718534,TICO,,,2,GRC38
Grant Creek,GRC39,,NAD83,12S,667149,3718465,TICO,,,2,GRC39
Grant Creek,GRC40,,NAD83,12S,667226,3718411,TICO,,,2,GRC40
Grant Creek,GRC41,,NAD83,12S,667306,3718355,TICO,,,2,GRC41
Grant Creek,GRC42,,NAD83,12S,667361,3718276,TICO,,,2,GRC42
Grant Creek,GRC43,,NAD83,12S,667382,3718183,TICO,,,2,GRC43
Grant Creek,GRC44,,NAD83,12S,667438,3718104,TICO,,,2,GRC44
Grant Creek,GRC45,,NAD83,12S,667461,3718013,TICO,,,2,GRC45
Grant Creek,GRC46,,NAD83,12S,667527,3717946,TICO,,,2,GRC46
Grant Creek,GRC47,,NAD83,12S,667542,3717848,TICO,,,2,GRC47
Grant Creek,GRC48,,NAD83,12S,667562,3717755,TICO,,,2,GRC48
Grant Creek,GRC49,,NAD83,12S,667629,3717691,TICO,,,2,GRC49
Grant Creek,GRC50,,NAD83,12S,667688,3717637,TICO,,,2,GRC50
Grant Creek,GRC51,,NAD83,12S,667713,3717542,TICO,,,2,GRC51
Grant Creek,GRC52,,NAD83,12S,667759,3717456,TICO,,,2,GRC52
Grant Creek,GRC53,,NAD83,12S,667777,3717358,TICO,,,2,GRC53
Grant Creek,GRC54,,NAD83,12S,667803,3717263,TICO,,,2,GRC54
Grant Creek,GRC55,,NAD83,12S,667852,3717182,TICO,,,2,GRC55
Grant Creek,GRC56,,NAD83,12S,667913,3717103,TICO,,,2,GRC56
Grant Creek,GRC57,,NAD83,12S,667938,3717012,TICO,,,2,GRC57
Grant Creek,GRC58,,NAD83,12S,668029,3716979,TICO,,,2,GRC58
Grant Creek,GRC59,,NAD83,12S,668055,3716884,TICO,,,2,GRC59
Grant Creek,GRC60,,NAD83,12S,668120,3716833,TICO,,,2,GRC60
Grant Creek,GRC61-F,,NAD83,12S,668179,3716765,TICO,,,2,GRC61-F
Grant Creek,GRC62,,NAD83,12S,668216,3716682,TICO,,,2,GRC62
Grant Creek,GRC63,,NAD83,12S,668283,3716623,TICO,,,2,GRC63
Grant Creek,GRC64,,NAD83,12S,668322,3716540,TICO,,,2,GRC64
Grant Creek,GRC65,,NAD83,12S,668389,3716476,TICO,,,2,GRC65
Grant Creek,GRC66,,NAD83,12S,668441,3716408,TICO,,,2,GRC66
Grant Creek,GRC67,,NAD83,12S,668501,3716347,TICO,,,2,GRC67
Grant Creek,GRC68,,NAD83,12S,668585,3716313,TICO,,,2,GRC68
Grant Creek,GRC69,,NAD83,12S,668667,3716259,TICO,,,2,GRC69
Grant Creek,GRC70,,NAD83,12S,668742,3716198,TICO,,,2,GRC70
Grant Creek,GRC71,,NAD83,12S,668835,3716190,TICO,,,2,GRC71
Grant Creek,GRC72,,NAD83,12S,668916,3716147,TICO,,,2,GRC72
Grant Creek,GRC73,,NAD83,12S,668996,3716118,TICO,,,2,GRC73
Grant Creek,GRC74,,NAD83,12S,669080,3716105,TICO,,,2,GRC74
KP Creek,KPC01,,NAD83,12S,664485,3714670,TICO,,,2,KPC01
KP Creek,KPC02,,NAD83,12S,664492,3714573,TICO,,,2,KPC02
KP Creek,KPC03,,NAD83,12S,664569,3714515,TICO,,,2,KPC03
KP Creek,KPC04,,NAD83,12S,664622,3714432,TICO,,,2,KPC04
KP Creek,KPC05,,NAD83,12S,664656,3714338,TICO,,,2,KPC05
KP Creek,KPC06,,NAD83,12S,664680,3714243,TICO,,,2,KPC06
KP Creek,KPC07,,NAD83,12S,664694,3714145,TICO,,,2,KPC07
KP Creek,KPC08,,NAD83,12S,664734,3714055,TICO,,,2,KPC08
KP Creek,KPC09,,NAD83,12S,664780,3713975,TICO,,,2,KPC09
KP Creek,KPC10,,NAD83,12S,664864,3713935,TICO,,,2,KPC10
KP Creek,KPC11,,NAD83,12S,664948,3713892,TICO,,,2,KPC11
KP Creek,KPC12,,NAD83,12S,665016,3713825,TICO,,,2,KPC12
KP Creek,KPC13,,NAD83,12S,665073,3713749,TICO,,,2,KPC13
KP Creek,KPC14,,NAD83,12S,665140,3713678,TICO,,,2,KPC14
KP Creek,KPC15,,NAD83,12S,665211,3713609,TICO,,,2,KPC15
KP Creek,KPC16,,NAD83,12S,665226,3713526,TICO,,,2,KPC16
KP Creek,KPC17,,NAD83,12S,665273,3713445,TICO,,,2,KPC17
KP Creek,KPC18,,NAD83,12S,665327,3713370,TICO,,,2,KPC18
KP Creek,KPC19,,NAD83,12S,665389,3713302,TICO,,,2,KPC19
KP Creek,KPC20,,NAD83,12S,665442,3713226,TICO,,,2,KPC20
KP Creek,KPC21,,NAD83,12S,665468,3713144,TICO,,,2,KPC21
KP Creek,KPC22,,NAD83,12S,665529,3713068,TICO,,,2,KPC22
KP Creek,KPC23,,NAD83,12S,665593,3712999,TICO,,,2,KPC23
KP Creek,KPC24,,NAD83,12S,665686,3712988,TICO,,,2,KPC24
KP Creek,KPC25-F,,NAD83,12S,665735,3712919,TICO,,,2,KPC25-F
KP Creek,KPC26,,NAD83,12S,665808,3712867,TICO,,,2,KPC26
KP Creek,KPC27,,NAD83,12S,665886,3712830,TICO,,,2,KPC27
KP Creek,KPC28,,NAD83,12S,665955,3712764,TICO,,,2,KPC28
KP Creek,KPC29,,NAD83,12S,666024,3712695,TICO,,,2,KPC29
KP Creek,KPC30,,NAD83,12S,666039,3712601,TICO,,,2,KPC30
KP Creek,KPC31,,NAD83,12S,666564,3711925,TICO,,,2,KPC31
KP Creek,KPC32,,NAD83,12S,666610,3711837,TICO,,,2,KPC32
KP Creek,KPC33,,NAD83,12S,666681,3711775,TICO,,,2,KPC33
KP Creek,KPC34,,NAD83,12S,666718,3711691,TICO,,,2,KPC34
KP Creek,KPC35,,NAD83,12S,666788,3711625,TICO,,,2,KPC35
KP Creek,KPC36,,NAD83,12S,666839,3711540,TICO,,,2,KPC36
KP Creek,KPC37,,NAD83,12S,666902,3711480,TICO,,,2,KPC37
KP Creek,KPC38,,NAD83,12S,666972,3711412,TICO,,,2,KPC38
Burro Cienaga,BCN01-F,,NAD83,12S,747813,3591493,POOC,,,2,BCN01-F
Burro Cienaga,BCN02-F,,NAD83,12S,747883,3591297,POOC,,,2,BCN02-F
Burro Cienaga,BCN03-F,,NAD83,12S,747931,3591112,POOC,,,2,BCN03-F
Burro Cienaga,BCN04-F,,NAD83,12S,748000,3590866,POOC,,,2,BCN04-F
Burro Cienaga,BCN05-F,,NAD83,12S,748377,3590739,POOC,,,2,BCN05-F
Walker Creek,WLC01,,NAD83,12S,437052,3833987,GIIN,,,2,WLC01
Walker Creek,WLC02,,NAD83,12S,436958,3833978,GIIN,,,2,WLC02
Walker Creek,WLC03,,NAD83,12S,436866,3834000,GIIN,,,2,WLC03
Walker Creek,WLC04,,NAD83,12S,436778,3833953,GIIN,,,2,WLC04
Walker Creek,WLC05,,NAD83,12S,436705,3834004,GIIN,,,2,WLC05
Walker Creek,WLC06,,NAD83,12S,436637,3833972,GIIN,,,2,WLC06
Walker Creek,WLC07,,NAD83,12S,436566,3833906,GIIN,,,2,WLC07
Walker Creek,WLC08,,NAD83,12S,436471,3833877,GIIN,,,2,WLC08
Walker Creek,WLC09,,NAD83,12S,436408,3833803,GIIN,,,2,WLC09
Walker Creek,WLC10,,NAD83,12S,436315,3833765,GIIN,,,2,WLC10
Walker Creek,WLC11,,NAD83,12S,436246,3833694,GIIN,,,2,WLC11
Walker Creek,WLC12,,NAD83,12S,436179,3833675,GIIN,,,2,WLC12
Walker Creek,WLC13,,NAD83,12S,436082,3833695,GIIN,,,2,WLC13
Walker Creek,WLC14-F,,NAD83,12S,435984,3833675,GIIN,,,2,WLC14-F
Walker Creek,WLC15,,NAD83,12S,435888,3833652,GIIN,,,2,WLC15
Walker Creek,WLC16,,NAD83,12S,435790,3833673,GIIN,,,2,WLC16
Walker Creek,WLC17,,NAD83,12S,435691,3833677,GIIN,,,2,WLC17
Walker Creek,WLC18,,NAD83,12S,435593,3833677,GIIN,,,2,WLC18
Hidden Water Spring,HWS01-F,,NAD83,12S,459303,3717213,POOC,,,2,HWS01-F
Hidden Water Spring,HWS02-F,,NAD83,12S,459268,3717122,POOC,,,2,HWS02-F
Hidden Water Spring,HWS03-F,,NAD83,12S,459236,3717033,POOC,,,2,HWS03-F
Wildcat Canyon,WCC01,,NAD83,12S,569889,3580835,POOC,,,2,WCC01
Wildcat Canyon,WCC02,,NAD83,12S,569865,3580755,POOC,,,2,WCC02
Wildcat Canyon,WCC03,,NAD83,12S,569810,3580693,POOC,,,2,WCC03
Wildcat Canyon,WCC04-F,,NAD83,12S,569732,3580686,POOC,,,2,WCC04-F
Headquarters Spring,HQS01-F,,NAD83,12S,571649,3578086,POOC,,,2,HQS01-F
Headquarters Spring,HQS02-F,,NAD83,12S,571597,3578177,POOC,,,2,HQS02-F
Headquarters Spring,HQS03-F,,NAD83,12S,571511,3578239,POOC,,,2,HQS03-F
Sheehy Spring,SHS01-F,,NAD83,12R,539997,3470453,GIIN,,,4,SHS01-F
Sheehy Spring,SHS02-F,,NAD83,12R,540093,3470467,GIIN,,,4,SHS02-F
Lower Blue River,LBL01,1,NAD83,12S,668049,3676552,TICO,MEFU,,4,LBL01
Lower Blue River,LBL02,1,NAD83,12S,668169,3676685,TICO,MEFU,,4,LBL02
Lower Blue River,LBL03,1,NAD83,12S,668130,3676879,TICO,MEFU,,4,LBL03
Lower Blue River,LBL04,1,NAD83,12S,668003,3677033,TICO,MEFU,,4,LBL04
Lower Blue River,LBL05,1,NAD83,12S,667862,3677177,TICO,MEFU,,4,LBL05
Lower Blue River,LBL06,1,NAD83,12S,667684,3677262,TICO,MEFU,,4,LBL06
Lower Blue River,LBL07,1,NAD83,12S,667501,3677341,TICO,MEFU,,4,LBL07
Lower Blue River,LBL08,1,NAD83,12S,667401,3677485,TICO,MEFU,,4,LBL08
Lower Blue River,LBL09,1,NAD83,12S,667529,3677622,TICO,MEFU,,4,LBL09
Lower Blue River,LBL10,1,NAD83,12S,667444,3677797,TICO,MEFU,,4,LBL10
Lower Blue River,LBL11,1,NAD83,12S,667558,3677952,TICO,MEFU,,4,LBL11
Lower Blue River,LBL12,1,NAD83,12S,667742,3678015,TICO,MEFU,,4,LBL12
Lower Blue River,LBL13,1,NAD83,12S,667850,3678170,TICO,MEFU,,4,LBL13
Lower Blue River,LBL14,1,NAD83,12S,667979,3678318,TICO,MEFU,,4,LBL14
Lower Blue River,LBL15-F,1,NAD83,12S,668134,3678431,TICO,MEFU,,4,LBL15-F
Lower Blue River,LBL16,1,NAD83,12S,668172,3678272,TICO,MEFU,,4,LBL16
Lower Blue River,LBL17,1,NAD83,12S,668312,3678173,TICO,MEFU,,4,LBL17
Lower Blue River,LBL18,1,NAD83,12S,668473,3678132,TICO,MEFU,,4,LBL18
Lower Blue River,LBL19,1,NAD83,12S,668501,3678277,TICO,MEFU,,4,LBL19
Lower Blue River,LBL20,1,NAD83,12S,668569,3678447,TICO,MEFU,,4,LBL20
Lower Blue River,LBL21,1,NAD83,12S,668461,3678599,TICO,MEFU,,4,LBL21
Lower Blue River,LBL22,1,NAD83,12S,668293,3678693,TICO,MEFU,,4,LBL22
Lower Blue River,LBL23,1,NAD83,12S,668240,3678887,TICO,MEFU,,4,LBL23
Lower Blue River,LBL24,1,NAD83,12S,668223,3679090,TICO,MEFU,,4,LBL24
Lower Blue River,LBL25,2,NAD83,12S,668173,3679247,TICO,MEFU,,4,LBL25
Lower Blue River,LBL26,2,NAD83,12S,668313,3679383,TICO,MEFU,,4,LBL26
Lower Blue River,LBL27,2,NAD83,12S,668499,3679455,TICO,MEFU,,4,LBL27
Lower Blue River,LBL28,2,NAD83,12S,668637,3679594,TICO,MEFU,,4,LBL28
Lower Blue River,LBL29,2,NAD83,12S,668648,3679747,TICO,MEFU,,4,LBL29
Lower Blue River,LBL30,2,NAD83,12S,668741,3679916,TICO,MEFU,,4,LBL30
Lower Blue River,LBL31,2,NAD83,12S,668764,3680087,TICO,MEFU,,4,LBL31
Lower Blue River,LBL32,2,NAD83,12S,668646,3680240,TICO,MEFU,,4,LBL32
Lower Blue River,LBL33,2,NAD83,12S,668569,3680426,TICO,MEFU,,4,LBL33
Lower Blue River,LBL34,2,NAD83,12S,668533,3680604,TICO,MEFU,,4,LBL34
Lower Blue River,LBL35,3,NAD83,12S,668695,3680720,TICO,MEFU,,4,LBL35
Lower Blue River,LBL36,3,NAD83,12S,668702,3680903,TICO,MEFU,,4,LBL36
Lower Blue River,LBL37,3,NAD83,12S,668522,3680981,TICO,MEFU,,4,LBL37
Lower Blue River,LBL38,3,NAD83,12S,668355,3680926,TICO,MEFU,,4,LBL38
Lower Blue River,LBL39,3,NAD83,12S,668276,3681090,TICO,MEFU,,4,LBL39
Lower Blue River,LBL40,3,NAD83,12S,668330,3681264,TICO,MEFU,,4,LBL40
Lower Blue River,LBL41,3,NAD83,12S,668140,3681313,TICO,MEFU,,4,LBL41
Lower Blue River,LBL42,3,NAD83,12S,667990,3681450,TICO,MEFU,,4,LBL42
Lower Blue River,LBL43,3,NAD83,12S,667867,3681605,TICO,MEFU,,4,LBL43
Lower Blue River,LBL44,3,NAD83,12S,667748,3681733,TICO,MEFU,,4,LBL44
Lower Blue River,LBL45,3,NAD83,12S,667709,3681918,TICO,MEFU,,4,LBL45
Lower Blue River,LBL46,3,NAD83,12S,667778,3682098,TICO,MEFU,,4,LBL46
Lower Blue River,LBL47,3,NAD83,12S,667917,3682238,TICO,MEFU,,4,LBL47
Lower Blue River,LBL48,3,NAD83,12S,668030,3682393,TICO,MEFU,,4,LBL48
Lower Blue River,LBL49,3,NAD83,12S,668073,3682589,TICO,MEFU,,4,LBL49
Lower Blue River,LBL50,3,NAD83,12S,668141,3682780,TICO,MEFU,,4,LBL50
Lower Blue River,LBL51,3,NAD83,12S,668190,3682973,TICO,MEFU,,4,LBL51
Lower Blue River,LBL52,4,NAD83,12S,668205,3683159,TICO,MEFU,,4,LBL52
Lower Blue River,LBL53,4,NAD83,12S,668167,3683355,TICO,MEFU,,4,LBL53
Lower Blue River,LBL54,4,NAD83,12S,668162,3683554,TICO,MEFU,,4,LBL54
Lower Blue River,LBL55,4,NAD83,12S,668164,3683757,TICO,MEFU,,4,LBL55
Lower Blue River,LBL56,4,NAD83,12S,668108,3683941,TICO,MEFU,,4,LBL56
Lower Blue River,LBL57,4,NAD83,12S,668032,3684083,TICO,MEFU,,4,LBL57
Lower Blue River,LBL58,4,NAD83,12S,667833,3684073,TICO,MEFU,,4,LBL58
Lower Blue River,LBL59,4,NAD83,12S,667810,3684206,TICO,MEFU,,4,LBL59
Lower Blue River,LBL60,4,NAD83,12S,667940,3684331,TICO,MEFU,,4,LBL60
Lower Blue River,LBL61,4,NAD83,12S,667933,3684534,TICO,MEFU,,4,LBL61
Lower Blue River,LBL62,4,NAD83,12S,668005,3684720,TICO,MEFU,,4,LBL62
Lower Blue River,LBL63,4,NAD83,12S,668006,3684923,TICO,MEFU,,4,LBL63
Lower Blue River,LBL64-F,5,NAD83,12S,667949,3685076,TICO,MEFU,,4,LBL64-F
Lower Blue River,LBL65,5,NAD83,12S,668104,3685198,TICO,MEFU,,4,LBL65
Lower Blue River,LBL66,5,NAD83,12S,668193,3685376,TICO,MEFU,,4,LBL66
Lower Blue River,LBL67,5,NAD83,12S,668308,3685536,TICO,MEFU,,4,LBL67
Lower Blue River,LBL68,5,NAD83,12S,668276,3685716,TICO,MEFU,,4,LBL68
Lower Blue River,LBL69,5,NAD83,12S,668174,3685885,TICO,MEFU,,4,LBL69
Lower Blue River,LBL70,5,NAD83,12S,668140,3686069,TICO,MEFU,,4,LBL70
Lower Blue River,LBL71,5,NAD83,12S,668271,3686217,TICO,MEFU,,4,LBL71
Lower Blue River,LBL72,5,NAD83,12S,668459,3686238,TICO,MEFU,,4,LBL72
Lower Blue River,LBL73,5,NAD83,12S,668405,3686368,TICO,MEFU,,4,LBL73
Lower Blue River,LBL74,5,NAD83,12S,668208,3686382,TICO,MEFU,,4,LBL74
Lower Blue River,LBL75,5,NAD83,12S,668223,3686517,TICO,MEFU,,4,LBL75
Lower Blue River,LBL76,6,NAD83,12S,668389,3686613,TICO,MEFU,,4,LBL76
Lower Blue River,LBL77,6,NAD83,12S,668397,3686810,TICO,MEFU,,4,LBL77
Lower Blue River,LBL78,6,NAD83,12S,668428,3686979,TICO,MEFU,,4,LBL78
Lower Blue River,LBL79,6,NAD83,12S,668290,3687054,TICO,MEFU,,4,LBL79
Lower Blue River,LBL80,6,NAD83,12S,668149,3687195,TICO,MEFU,,4,LBL80
Lower Blue River,LBL81,6,NAD83,12S,668154,3687359,TICO,MEFU,,4,LBL81
Lower Blue River,LBL82,6,NAD83,12S,668337,3687425,TICO,MEFU,,4,LBL82
Lower Blue River,LBL83,6,NAD83,12S,668504,3687495,TICO,MEFU,,4,LBL83
Lower Blue River,LBL84,6,NAD83,12S,668534,3687666,TICO,MEFU,,4,LBL84
Lower Blue River,LBL85,6,NAD83,12S,668338,3687696,TICO,MEFU,,4,LBL85
Lower Blue River,LBL86,6,NAD83,12S,668437,3687843,TICO,MEFU,,4,LBL86
Lower Blue River,LBL87,6,NAD83,12S,668532,3688016,TICO,MEFU,,4,LBL87
Lower Blue River,LBL88,6,NAD83,12S,668618,3688182,TICO,MEFU,,4,LBL88
Lower Blue River,LBL89,6,NAD83,12S,668507,3688346,TICO,MEFU,,4,LBL89
Lower Blue River,LBL90-F,6,NAD83,12S,668602,3688493,TICO,MEFU,,4,LBL90-F
Spring Creek,SPC01-F,,NAD83,12S,416120,3847255,GIIN,MEFU,POOC,4,SPC01-F
Spring Creek,SPC02,,NAD83,12S,416036,3847204,GIIN,MEFU,POOC,4,SPC02
Spring Creek,SPC03,,NAD83,12S,415971,3847139,GIIN,MEFU,POOC,4,SPC03
Spring Creek,SPC04,,NAD83,12S,415982,3847042,GIIN,MEFU,POOC,4,SPC04
Spring Creek,SPC05,,NAD83,12S,416020,3846949,GIIN,MEFU,POOC,4,SPC05
Spring Creek,SPC06,,NAD83,12S,416073,3846077,GIIN,MEFU,POOC,4,SPC06
Spring Creek,SPC07,,NAD83,12S,416121,3845990,GIIN,MEFU,POOC,4,SPC07
Spring Creek,SPC08,,NAD83,12S,416209,3845945,GIIN,MEFU,POOC,4,SPC08
Spring Creek,SPC09,,NAD83,12S,416279,3845875,GIIN,MEFU,POOC,4,SPC09
Spring Creek,SPC10,,NAD83,12S,416356,3845811,GIIN,MEFU,POOC,4,SPC10
Spring Creek,SPC11,,NAD83,12S,416447,3845773,GIIN,MEFU,POOC,4,SPC11
Spring Creek,SPC12,,NAD83,12S,416502,3845833,GIIN,MEFU,POOC,4,SPC12
Spring Creek,SPC13,,NAD83,12S,416560,3845903,GIIN,MEFU,POOC,4,SPC13
Spring Creek,SPC14-F,,NAD83,12S,416625,3845833,GIIN,MEFU,POOC,4,SPC14-F
Spring Creek,SPC15,,NAD83,12S,416685,3845756,GIIN,MEFU,POOC,4,SPC15
Lower Tortilla Creek,LTC01,,NAD83,12S,464451,3709426,POOC,,,2,LTC01
Lower Tortilla Creek,LTC02,,NAD83,12S,464390,3709493,POOC,,,2,LTC02
Lower Tortilla Creek,LTC03,,NAD83,12S,464449,3709564,POOC,,,2,LTC03
Lower Tortilla Creek,LTC04,,NAD83,12S,464535,3709615,POOC,,,2,LTC04
Lower Tortilla Creek,LTC05,,NAD83,12S,464620,3709667,POOC,,,2,LTC05
Lower Tortilla Creek,LTC06,,NAD83,12S,464676,3709722,POOC,,,2,LTC06
Lower Tortilla Creek,LTC07,,NAD83,12S,464604,3709790,POOC,,,2,LTC07
Lower Tortilla Creek,LTC08,,NAD83,12S,464517,3709839,POOC,,,2,LTC08
Lower Tortilla Creek,LTC09,,NAD83,12S,464441,3709893,POOC,,,2,LTC09
Lower Tortilla Creek,LTC10,,NAD83,12S,464480,3709984,POOC,,,2,LTC10
Lower Tortilla Creek,LTC13-F,,NAD83,12S,463952,3709830,POOC,,,2,LTC13-F
Lower Tortilla Creek,LTC12,,NAD83,12S,464044,3709785,POOC,,,2,LTC12
Lower Tortilla Creek,LTC11,,NAD83,12S,464444,3710063,POOC,,,2,LTC11
Mesquite Creek,MSQ01-F,,NAD83,12S,464639,3710139,POOC,,,2,MSQ01-F
Mesquite Creek,MSQ02,,NAD83,12S,464541,3710123,POOC,,,2,MSQ02
Upper Tortilla Creek,UTC01-F,,NAD83,12S,467249,3708611,POOC,,,2,UTC01-F
Upper Tortilla Creek,UTC02-F,,NAD83,12S,467159,3708652,POOC,,,2,UTC02-F
Upper Tortilla Creek,UTC03-F,,NAD83,12S,467061,3708672,POOC,,,2,UTC03-F
Little Sycamore Creek,LSC01-F,,NAD83,12S,413878,3802789,POOC,,,2,LSC01-F
Little Sycamore Creek,LSC02-F,,NAD83,12S,413798,3802734,POOC,,,2,LSC02-F
Little Sycamore Creek,LSC03-F,,NAD83,12S,413709,3802692,POOC,,,2,LSC03-F
Sycamore Creek,SYC01,,NAD83,12S,420196,3798284,GIIN,,,2,SYC01
Sycamore Creek,SYC02,,NAD83,12S,420113,3798228,GIIN,,,2,SYC02
Sycamore Creek,SYC03,,NAD83,12S,420037,3798165,GIIN,,,2,SYC03
Sycamore Creek,SYC04,,NAD83,12S,419975,3798087,GIIN,,,2,SYC04
Sycamore Creek,SYC05-F,,NAD83,12S,419891,3798038,GIIN,,,2,SYC05-F
Sycamore Creek,SYC06,,NAD83,12S,419799,3798000,GIIN,,,2,SYC06
Sycamore Creek,SYC07,,NAD83,12S,419737,3797930,GIIN,,,2,SYC07
Sycamore Creek,SYC08,,NAD83,12S,419673,3797860,GIIN,,,2,SYC08
Sycamore Creek,SYC09,,NAD83,12S,417103,3797599,GIIN,,,2,SYC09
Sycamore Creek,SYC10,,NAD83,12S,417093,3797699,GIIN,,,2,SYC10
Sycamore Creek,SYC11-F,,NAD83,12S,416150,3798804,GIIN,,,2,SYC11-F
Bass Canyon,BSC01,,NAD83,12S,572710,3581220,GIIN,POOC,,3,BSC01
Bass Canyon,BSC02,,NAD83,12S,572678,3581126,GIIN,POOC,,3,BSC02
Bass Canyon,BSC03,,NAD83,12S,572666,3581027,GIIN,POOC,,3,BSC03
Bass Canyon,BSC04,,NAD83,12S,572701,3580936,GIIN,POOC,,3,BSC04
Bass Canyon,NSC05,,NAD83,12S,572683,3580853,GIIN,POOC,,3,NSC05
Bass Canyon,BSC06,,NAD83,12S,572605,3580790,GIIN,POOC,,3,BSC06
Bass Canyon,BSC07,,NAD83,12S,572581,3580705,GIIN,POOC,,3,BSC07
Bass Canyon,BSC08,,NAD83,12S,572646,3580634,GIIN,POOC,,3,BSC08
Bass Canyon,BSC09,,NAD83,12S,572618,3580542,GIIN,POOC,,3,BSC09
Bass Canyon,BSC10,,NAD83,12S,572533,3580491,GIIN,POOC,,3,BSC10
Bass Canyon,BSC11,,NAD83,12S,572522,3580398,GIIN,POOC,,3,BSC11
Bass Canyon,BSC12,,NAD83,12S,572536,3580310,GIIN,POOC,,3,BSC12
Bass Canyon,BSC13,,NAD83,12S,572438,3580295,GIIN,POOC,,3,BSC13
Bass Canyon,BSC14,,NAD83,12S,572346,3580259,GIIN,POOC,,3,BSC14
Bass Canyon,BSC15,,NAD83,12S,572368,3580175,GIIN,POOC,,3,BSC15
Bass Canyon,BSC16,,NAD83,12S,572454,3580126,GIIN,POOC,,3,BSC16
Bass Canyon,BSC17,,NAD83,12S,572455,3580043,GIIN,POOC,,3,BSC17
Bass Canyon,BSC18,,NAD83,12S,572374,3579985,GIIN,POOC,,3,BSC18
Bass Canyon,BSC19,,NAD83,12S,572277,3579965,GIIN,POOC,,3,BSC19
Bass Canyon,BSC20,,NAD83,12S,572183,3579930,GIIN,POOC,,3,BSC20
Bass Canyon,BSC21,,NAD83,12S,572145,3579841,GIIN,POOC,,3,BSC21
Bass Canyon,BSC22,,NAD83,12S,572108,3579751,GIIN,POOC,,3,BSC22
Bass Canyon,BSC23,,NAD83,12S,572026,3579699,GIIN,POOC,,3,BSC23
Bass Canyon,BSC24-F,,NAD83,12S,571939,3579651,GIIN,POOC,,3,BSC24-F
Bass Canyon,BSC25,,NAD83,12S,571874,3579578,GIIN,POOC,,3,BSC25
Bass Canyon,BSC26,,NAD83,12S,571097,3579711,GIIN,POOC,,3,BSC26
Bass Canyon,BSC27,,NAD83,12S,571020,3579774,GIIN,POOC,,3,BSC27
Bass Canyon,BSC28,,NAD83,12S,570939,3579817,GIIN,POOC,,3,BSC28
Bass Canyon,BSC29,,NAD83,12S,570840,3579792,GIIN,POOC,,3,BSC29
